id,speechtime,wordcount,segmentcount,videoduration
10800,183.21,7,1,187
10801,202.23,36,3,208
10802,1711.770000000001,236,78,2123
10803,827.64,516,36,861
10804,441.1499999999999,160,4,451
10805,202.23,19,1,209
10806,148.65,46,13,257
10807,378.15000000000003,12,1,379
10808,307.34999999999997,18,2,321
10809,894.7200000000001,32,9,912
10810,715.8600000000002,674,11,720
10811,231.57,122,2,233
10812,183.15,9,1,189
10813,288.38999999999993,34,15,374
10814,230.19,19,1,233
10815,1696.0200000000004,1057,82,1734
10816,402.8400000000003,933,54,461
10817,596.7,4,2,598
10818,276.45000000000005,555,6,284
10819,417.1200000000002,999,67,466
10820,178.67999999999998,4,1,183
10821,317.93999999999994,338,7,321
10822,220.35,11,1,233
10823,245.91,421,1,247
10824,676.4100000000001,8,2,678
10825,996.09,153,4,1002
10826,744.2699999999995,738,91,983
10827,281.34,13,1,284
10828,409.41000000000025,127,44,911
10829,207.0,29,1,218
10830,186.57000000000002,6,2,199
10831,223.71,14,2,227
10832,154.32,20,7,190
10833,451.11,96,9,455
10834,215.85,12,1,232
10835,283.68,31,14,400
10836,389.8200000000001,84,16,612
10837,187.83,13,1,192
10838,305.54999999999995,412,5,321
10839,558.2100000000002,135,9,571
10840,191.15999999999997,21,3,209
10841,263.31,28,6,271
10842,192.69,10,4,228
10843,263.85,288,12,326
10844,207.54,24,2,214
10845,226.26000000000002,535,7,240
10846,264.87,18,1,265
10847,187.56,34,3,191
10848,274.17,31,4,285
10849,405.81,319,23,428
10850,221.7,12,1,242
10851,720.2700000000001,1287,74,766
10852,240.83999999999997,187,35,284
10853,201.92999999999998,308,8,210
10854,230.73,91,1,232
10855,372.27,188,5,383
10856,199.95000000000002,2,1,201
10857,506.4000000000001,262,12,538
10858,170.07,188,11,186
10859,232.47,97,1,233
10860,214.38,12,1,228
10861,235.71000000000004,10,2,245
10862,247.53,37,2,249
10863,324.21000000000004,21,1,346
10864,195.06,261,1,202
10865,550.23,6,1,550
10866,247.59,516,10,263
10867,327.03,18,2,346
10868,1921.11,189,11,1937
10869,218.04,27,10,225
10870,204.51,73,1,221
10871,176.18999999999994,86,10,218
10872,205.95,8,1,208
10873,235.62,13,2,238
10874,147.32999999999998,51,10,190
10875,190.5,10,1,193
10876,168.96,6,2,180
10877,465.78,40,11,588
10878,193.77,2,1,199
10879,197.19,13,1,207
10880,267.03,98,1,267
10881,180.02999999999997,2,1,185
10882,180.51,226,5,183
10883,620.3700000000002,1058,44,702
10884,286.28999999999996,311,4,290
10885,189.33,26,1,190
10886,443.40000000000015,247,12,458
10887,382.23000000000013,476,13,393
10888,794.2799999999999,375,20,807
10889,201.21,10,1,212
10890,246.42,60,2,252
10891,229.11000000000004,180,18,272
10892,173.94,424,11,181
10893,356.54999999999984,247,12,390
10894,180.69,72,11,216
10895,512.85,156,6,531
10896,258.78,12,3,269
10897,416.9999999999999,245,14,435
10898,863.6399999999999,1600,36,870
10899,1575.4499999999996,1225,61,1589
10900,227.13,3,1,229
10901,279.65999999999997,9,2,286
10902,325.2299999999999,420,13,340
10903,258.63,145,10,267
10904,2965.1099999999983,937,81,3048
10905,195.06,11,1,195
10906,356.6700000000001,360,19,385
10907,17.519999999999996,5,2,215
10908,363.9,40,1,364
10909,625.02,285,54,852
10910,334.05,38,1,346
10911,1011.9,2210,88,1063
10912,219.21000000000004,188,18,223
10913,118.92,56,9,240
10914,236.22,3,1,242
10915,184.26,9,1,193
10916,383.5199999999999,12,4,401
10917,180.81,49,2,208
10918,589.0799999999996,294,58,684
10919,369.39,665,28,378
10920,400.32,24,1,401
10921,389.43000000000006,585,95,652
10922,207.17999999999998,48,2,251
10923,489.12,442,31,505
10924,232.38000000000002,8,1,237
10925,966.2699999999999,103,5,1004
10926,566.2500000000001,617,52,600
10927,101.97000000000001,24,10,245
10928,328.71,305,1,335
10929,556.9799999999998,1369,20,585
10930,774.7800000000001,14,3,786
10931,713.2199999999998,503,93,865
10933,57.959999999999994,14,6,353
10934,293.01,50,15,315
10935,380.4599999999999,105,3,382
10936,200.94,338,3,210
10937,104.96999999999993,30,12,721
10938,242.97,12,1,254
10940,249.83999999999997,18,3,269
10941,249.63,17,3,258
10942,195.66000000000003,12,5,1084
10943,217.14000000000007,239,17,241
10944,313.5,167,6,320
10945,1120.1999999999998,379,28,1235
10946,170.19,3,1,254
10947,344.52000000000004,523,3,346
10948,257.36999999999995,542,19,265
10949,173.19,35,1,185
10950,240.45,15,2,256
10951,235.26000000000002,6,2,242
10952,190.01999999999998,87,4,203
10953,330.00000000000006,388,9,340
10954,962.0400000000002,2365,124,1052
10955,231.48,69,2,236
10956,216.96,55,1,220
10957,182.88,6,1,184
10958,218.45999999999998,51,15,284
10959,397.59000000000003,25,8,407
10960,503.37,654,6,506
10961,187.56,3,1,201
10962,281.96999999999997,19,2,290
10963,202.29,47,11,241
10964,118.95,5,2,280
10965,439.3800000000001,740,13,486
10966,364.5,9,3,374
10967,86.34,6,2,185
10968,169.56,25,1,182
10969,472.23,288,33,615
10970,189.63,312,6,203
10971,245.01,3,1,246
10972,180.78,8,1,205
10973,240.00000000000003,616,2,244
10974,273.18,24,7,288
10975,246.0,2,1,258
10976,328.32,22,9,353
10977,213.33,7,1,223
10978,395.34,12,3,420
10979,1378.8,3600,155,1473
10980,211.76999999999998,2,1,212
10981,288.6,418,10,308
10982,467.57999999999987,1285,51,479
10983,339.99,166,9,345
10984,309.54,8,1,310
10985,186.18,4,1,187
10986,220.68,4,1,276
10987,232.07999999999998,2,1,235
10988,757.5899999999999,909,18,808
10989,279.93,33,1,288
10990,395.7000000000001,367,49,555
10991,2785.170000000005,2442,518,3331
10992,217.47,8,1,218
10993,243.41999999999993,51,7,280
10994,443.19,51,1,444
10995,209.85,21,2,218
10996,602.55,417,13,606
10997,817.2300000000004,243,38,876
10998,280.29,697,31,300
10999,166.05,7,3,182
11001,1680.300000000001,1701,207,1810
11002,186.06,10,1,194
11003,178.56,72,1,190
11004,1181.9700000000003,658,26,1262
11005,373.59,97,2,378
11006,291.4200000000004,635,93,463
11007,573.8699999999997,413,38,593
11008,163.79999999999995,490,43,214
11009,830.7,495,1,845
11010,328.97999999999996,2,1,338
11011,827.88,51,2,1073
11012,318.47999999999973,520,47,361
11013,1374.12,1971,139,1443
11014,1268.3100000000004,2028,103,1355
11015,343.95000000000005,27,1,344
11016,197.04,3,1,198
11017,205.26,41,1,205
11018,189.39,15,1,195
11019,336.8999999999999,253,36,365
11020,219.96,8,1,226
11021,1082.97,59,2,1085
11022,240.14999999999992,387,37,280
11023,136.56,5,2,245
11024,197.34,450,7,198
11025,490.86,1009,26,513
11026,188.48999999999998,4,1,195
11027,117.89999999999998,35,10,316
11028,515.91,381,55,608
11029,478.0200000000001,746,115,817
11030,1120.5900000000001,928,93,1242
11031,365.4,15,5,401
11032,177.57,25,10,410
11033,278.28000000000003,17,1,287
11034,275.37,2,1,278
11035,611.85,70,7,714
11036,1998.000000000002,5376,266,2128
11037,465.2099999999998,720,55,567
11038,246.66,22,1,254
11039,1130.85,92,14,1162
11040,239.88000000000002,246,52,293
11041,251.4,17,2,254
11042,179.61,272,3,184
11043,433.05,133,3,434
11044,336.9000000000001,1072,35,360
11045,247.58999999999997,55,2,258
11046,260.79,498,45,287
11047,387.0,34,4,399
11048,199.83,12,2,203
11049,224.46,140,5,225
11050,162.95999999999995,341,33,199
11051,185.91,7,3,194
11052,310.50000000000006,14,3,450
11053,306.5999999999998,746,80,418
11054,405.0,94,2,423
11055,231.17999999999998,503,43,273
11056,277.08000000000004,204,7,286
11057,373.5900000000001,717,42,444
11058,241.41,12,1,244
11059,721.9200000000001,1853,82,753
11060,304.14,858,15,355
11061,847.89,68,28,1488
11062,698.37,12,1,699
11063,214.49999999999994,125,35,249
11064,200.94,17,1,202
11065,587.3100000000002,1252,80,671
11066,210.78,2,1,211
11067,144.54000000000002,8,4,180
11068,461.15999999999997,141,4,467
11069,208.62,8,1,217
11070,5.670000000000016,4,2,642
11071,177.69,102,3,182
11072,173.31,416,12,202
11073,232.52999999999997,147,3,237
11074,180.15,5,1,180
11075,258.27,8,1,273
11076,365.55,29,1,366
11077,260.67,18,1,261
11078,254.76,6,1,279
11079,260.04,133,1,262
11080,191.97,10,4,206
11081,1031.7000000000005,2976,138,2787
11083,254.04,13,1,257
11084,124.70999999999998,13,4,182
11085,197.31,12,2,215
11086,1758.180000000001,2816,44,1819
11087,298.53,8,1,300
11088,186.03,44,2,214
11089,204.98999999999998,10,5,220
11090,569.55,89,21,635
11091,180.80999999999997,5,1,226
11092,289.50000000000006,385,17,300
11093,2076.810000000001,153,27,2148
11094,225.09000000000006,25,10,248
11095,287.73,22,1,304
11096,235.85999999999999,190,15,264
11097,179.91,12,1,180
11098,195.32999999999998,11,1,201
11099,244.53,7,1,250
11100,1195.3200000000004,2036,43,1239
11101,206.45999999999998,4,1,212
11102,224.88,25,1,244
11103,205.38,5,1,209
11104,262.02,4,1,353
11105,335.67,9,1,336
11106,120.33000000000001,42,21,256
11107,213.51,15,3,220
11108,207.06,487,43,265
11109,198.24,13,1,211
11110,330.98999999999995,27,9,482
11111,405.9600000000001,864,19,427
11112,563.0400000000001,81,30,887
11113,205.35,8,2,208
11114,2660.2200000000003,105,13,2694
11115,2841.2100000000023,7362,303,2994
11116,1548.33,1146,42,1740
11117,180.69,7,1,205
11118,183.26999999999998,2,1,185
11119,868.71,50,1,1009
11120,1611.51,1868,278,1912
11121,935.1300000000001,1030,86,981
11122,192.69,2,1,197
11123,3174.21,116,3,3179
11124,417.93000000000006,455,5,419
11125,877.53,431,3,890
11126,228.99,13,1,233
11127,272.31,32,5,317
11128,951.8700000000001,930,114,1009
11129,263.07000000000005,4,1,266
11130,127.49999999999999,169,16,180
11131,438.96000000000004,24,2,449
11132,1221.9300000000007,751,115,1386
11133,597.18,87,2,600
11134,291.78000000000003,4,1,293
11135,186.51000000000002,43,1,198
11136,405.93000000000006,150,4,415
11137,2773.32,2131,283,2949
11138,422.90999999999997,25,3,433
11139,1321.0500000000004,623,41,1405
11141,1409.37,1272,4,1410
11142,1483.2000000000007,1332,205,1860
11143,287.85,8,3,310
11144,254.51999999999995,17,3,270
11145,256.56,14,2,282
11146,327.75,2,1,366
11147,1703.3100000000002,3241,96,1817
11148,198.87000000000003,11,3,244
11149,1308.0599999999988,2562,212,1619
11150,648.2400000000001,1045,32,679
11151,194.76,27,1,215
11152,600.5699999999999,32,8,619
11153,234.99,16,1,240
11154,254.28000000000003,29,10,282
11155,215.76,184,1,217
11156,984.0300000000001,45,5,1000
11157,279.45,24,12,419
11158,325.35,116,4,339
11159,240.84,176,12,272
11160,198.93,5,1,218
11161,316.89000000000004,9,1,321
11162,220.07999999999998,21,8,496
11163,465.2699999999999,7,3,483
11164,224.04000000000002,13,4,240
11166,203.91000000000003,22,1,231
11167,591.81,20,1,593
11168,183.72,4,1,193
11169,72.18,8,4,228
11170,1700.8799999999999,2320,149,1853
11171,188.43,36,1,198
11172,202.07999999999998,6,1,202
11173,209.88,29,1,211
11174,249.87,11,2,268
11175,315.35999999999996,51,4,333
11176,91.32,22,8,206
11177,218.13,175,25,230
11178,290.31000000000006,657,16,297
11179,364.77,21,9,518
11180,117.27000000000007,45,14,215
11181,610.4699999999997,104,36,845
11183,211.47,3,1,215
11184,255.99000000000004,6,3,270
11185,469.67999999999995,38,4,491
11186,224.43000000000006,21,9,313
11187,167.54999999999998,11,3,182
11188,409.37999999999994,509,13,426
11189,666.9300000000003,1407,90,717
11190,2506.26,2516,257,2704
11191,252.18,446,1,257
11192,197.22,13,1,220
11193,344.13,5,1,354
11194,206.97000000000003,298,8,210
11195,1756.2299999999998,1106,90,1800
11196,309.3,14,1,315
11197,465.12,15,5,475
11198,203.03999999999994,379,11,249
11199,277.53,18,1,278
11200,348.81,74,2,357
11201,329.78999999999985,456,25,355
11202,817.0499999999998,148,56,1174
11203,200.13,14,2,200
11204,189.03,9,1,196
11205,353.04,10,2,371
11206,217.47,11,1,222
11207,186.12,452,2,187
11208,285.12,5,1,287
11209,284.94,2,1,292
11210,899.34,60,1,900
11211,206.82,8,1,207
11212,263.76,18,5,278
11213,164.22,12,6,243
11214,292.31999999999994,104,25,400
11215,207.62999999999997,167,39,254
11216,291.65999999999997,671,8,299
11217,444.41999999999996,680,23,560
11218,215.61,14,6,291
11219,461.82000000000005,42,12,538
11220,194.97,15,1,195
11221,213.23999999999998,461,9,221
11222,279.45,9,1,285
11223,235.89000000000001,6,1,238
11224,224.28000000000003,175,10,257
11225,836.97,27,2,837
11226,277.86,24,1,279
11227,210.33,3,1,213
11228,191.82,2,1,197
11229,501.7200000000001,606,24,517
11230,702.6300000000001,319,42,790
11231,165.06,49,3,189
11232,224.51999999999998,7,2,234
11233,241.86,9,1,249
11234,274.44,21,2,275
11235,752.7899999999998,112,24,858
11236,938.61,52,2,965
11237,491.82000000000005,15,1,492
11238,198.29999999999995,394,13,207
11239,281.88,27,1,283
11240,196.41,99,2,210
11241,177.0,10,1,183
11242,191.57999999999998,43,10,358
11243,308.8200000000001,843,16,318
11244,434.22,319,10,464
11245,356.31,25,3,369
11246,138.66,6,1,185
11247,183.3,6,1,195
11248,269.19,60,2,281
11250,2042.07,1030,76,2143
11251,237.39,6,2,239
11252,319.89,21,2,334
11253,264.57,26,1,265
11254,251.48999999999998,5,1,257
11255,404.46000000000004,90,31,642
11256,183.66,9,1,189
11257,1647.3899999999996,2408,77,1672
11258,338.52,7,1,348
11259,1647.0300000000002,3657,71,1710
11260,239.79,9,3,253
11261,220.74,4,1,227
11262,408.98999999999995,128,12,424
11263,186.72000000000003,284,31,217
11264,260.54999999999995,14,2,264
11265,292.40999999999997,4,1,305
11266,186.12,5,1,201
11267,552.8399999999999,277,32,587
11268,423.12,86,5,437
11269,205.8,10,2,206
11270,231.35999999999999,14,2,235
11271,240.87000000000003,62,2,267
11272,680.6400000000003,323,47,872
11273,181.62,7,1,195
11274,271.14000000000004,23,6,280
11275,83.55,9,3,193
11276,1143.5999999999997,2689,56,1162
11277,757.4699999999999,171,32,833
11278,546.9600000000002,560,14,581
11279,479.49000000000007,855,3,480
11280,231.95999999999998,38,1,237
11281,151.47000000000003,11,5,255
11282,180.20999999999998,9,1,195
11283,181.44,226,13,240
11284,211.14,35,1,217
11285,235.89,278,14,264
11286,257.36999999999995,8,2,285
11287,1238.5799999999986,3310,371,1415
11288,392.12999999999994,839,5,393
11289,802.2900000000002,260,70,1093
11290,215.70000000000002,10,2,220
11291,415.37999999999994,216,10,453
11292,219.69,337,22,256
11293,193.23,12,2,196
11294,1125.6,1499,116,1202
11295,248.67,21,1,250
11296,1877.4899999999996,2988,283,2038
11297,311.67,10,1,319
11298,265.71000000000004,9,2,273
11299,271.59000000000003,163,13,286
11300,364.14,568,25,391
11301,213.69,5,1,227
11302,607.4100000000001,70,1,609
11303,415.71,1066,14,441
11304,693.8700000000003,549,71,740
11305,876.8700000000001,1721,51,934
11306,822.4200000000003,399,40,901
11307,346.02,109,4,359
11308,102.54000000000002,47,19,260
11309,1151.700000000001,2420,300,1542
11310,307.65,10,4,473
11311,260.67,91,1,262
11312,321.78000000000003,13,4,428
11313,350.58000000000004,27,1,353
11314,350.58,3,1,355
11315,246.84,3,1,248
11316,224.43,586,22,242
11317,329.1600000000001,93,17,371
11318,162.93,7,2,181
11319,181.44000000000003,374,10,186
11320,243.60000000000002,23,2,256
11321,665.8499999999997,130,33,796
11322,263.42999999999995,161,8,291
11323,352.97999999999996,13,5,358
11324,195.96,6,1,225
11325,251.94,38,1,253
11326,163.16999999999996,29,11,205
11327,213.96,9,1,223
11328,228.84,10,1,229
11329,1668.99,1493,159,1851
11330,195.63,10,1,196
11331,169.94999999999996,283,15,192
11332,164.85,37,11,197
11333,233.85,18,3,240
11334,699.18,32,1,700
11335,264.5399999999999,86,5,278
11336,223.38,12,5,300
11337,1227.4799999999998,295,12,1230
11338,3368.1000000000017,3592,266,3567
11339,163.02,82,7,212
11340,368.54999999999995,20,2,372
11341,416.09999999999985,1063,87,454
11342,542.7899999999998,441,65,648
11343,828.1500000000002,772,104,931
11344,335.84999999999997,7,1,346
11345,225.21,2,1,234
11346,214.29,17,1,237
11347,168.68999999999997,34,12,400
11348,403.16999999999996,61,2,422
11349,548.43,258,29,566
11350,208.38,28,1,210
11351,1386.600000000001,966,166,1728
11352,230.07,308,6,232
11353,491.01000000000005,1217,6,496
11354,160.85999999999999,18,8,196
11355,382.44000000000005,61,17,425
11356,217.44,166,6,228
11357,248.25,2,1,249
11358,603.6,118,3,608
11359,259.44,7,1,290
11360,1007.6999999999995,256,41,1087
11361,186.06,8,2,189
11362,402.18,61,1,402
11363,401.7600000000001,19,5,595
11364,367.85999999999996,3,1,379
11365,215.79,6,1,218
11366,524.94,477,23,534
11367,207.48000000000008,80,24,290
11368,212.16,186,1,232
11369,197.79,23,4,216
11370,396.36,128,7,409
11371,186.63000000000002,6,2,190
11372,181.62,108,19,210
11373,232.8,10,1,233
11374,418.35,553,53,478
11375,278.15999999999997,58,7,347
11376,275.03999999999996,9,2,296
11377,438.33,12,4,451
11378,187.79999999999998,325,7,198
11379,240.75,7,1,267
11380,284.85,57,3,289
11381,266.91,73,1,269
11382,1301.88,3431,194,1483
11383,178.98,8,1,180
11384,310.05000000000007,14,3,334
11385,326.46000000000004,3,1,328
11386,255.87,33,7,278
11387,281.4,23,2,285
11388,1847.76,85,25,2053
11389,384.06,8,4,426
11390,2005.2900000000004,949,13,2010
11391,1009.4699999999998,2333,69,1057
11392,577.05,28,1,612
11393,176.16,89,19,194
11394,373.47,6,2,380
11395,482.34,153,6,502
11396,179.37,13,1,182
11397,1596.750000000001,3295,124,1651
11398,1978.0500000000002,70,27,2307
11399,247.35,283,18,261
11400,318.93,25,1,334
11401,253.28999999999996,15,5,259
11402,313.47,6,1,321
11403,181.98000000000002,383,18,201
11404,520.4399999999999,345,52,605
11405,246.84000000000003,45,2,247
11406,664.8000000000004,658,74,818
11407,329.25,10,1,329
11408,297.09000000000003,27,1,297
11409,655.0500000000001,35,1,655
11410,192.51,52,1,196
11411,248.30999999999997,6,2,251
11412,175.35,14,5,320
11413,249.81,12,2,263
11414,214.41,10,1,214
11415,182.19,11,1,182
11416,241.67999999999992,190,49,820
11417,184.32,7,1,185
11418,201.24,18,3,204
11419,195.75,31,15,241
11420,203.10000000000005,57,21,353
11421,306.87,12,1,312
11422,274.34999999999997,12,1,277
11423,263.73,345,1,265
11424,1038.9899999999998,24,6,1108
11425,260.25,457,44,340
11426,367.44000000000005,3,1,369
11427,236.45999999999998,38,3,239
11428,236.28,197,4,241
11429,277.17,20,2,279
11430,208.95000000000002,30,5,231
11431,275.42999999999995,751,22,283
11432,562.3199999999998,33,15,644
11433,198.36,7,1,199
11434,1150.17,557,37,1165
11435,356.96999999999997,11,1,386
11436,270.29999999999995,550,36,294
11437,308.34000000000003,8,1,344
11438,314.22,11,4,321
11439,406.65,73,4,427
11440,769.4999999999992,267,74,1798
11441,1578.2699999999995,1293,105,1620
11442,310.7100000000002,141,43,661
11443,2480.2499999999995,1226,229,2938
11444,218.10000000000002,43,2,234
11445,177.21000000000004,112,5,206
11446,207.96,5,1,209
11447,268.61999999999995,126,23,297
11448,253.83,3,1,258
11449,220.5,39,1,222
11450,243.09,9,1,265
11451,2457.600000000002,3841,127,2515
11452,180.48,10,1,194
11453,1176.15,1651,62,1222
11454,574.86,288,9,589
11455,224.37,34,1,226
11456,1148.1299999999999,54,5,1161
11457,3130.4099999999953,2012,172,3271
11458,257.85,71,1,258
11459,245.04,17,1,250
11460,392.28000000000003,22,1,408
11461,185.61,3,1,190
11462,345.27000000000004,11,1,355
11463,180.72,71,1,187
11464,346.31999999999977,180,50,660
11465,282.15,221,5,286
11466,176.55,11,2,183
11467,222.20999999999998,11,1,228
11468,220.89000000000001,5,1,228
11469,486.53999999999996,27,3,488
11470,282.06,28,13,329
11471,433.2300000000001,265,9,475
11472,511.35000000000025,281,47,682
11473,221.79000000000002,26,4,228
